City,Country,Region,Page,Section,Source,PageViews,TimeOnPage,TotalDownloads,UniqueVisitors,Visits,ConversionRate
Des Plaines,United States,North America,/gallery/cost-college-football-wins,Examples,Facebook,15,455,0,10,37,0
Dublin,Ireland,Europe,/download,Register,Linkedin,890,2470,2,200,700,0.0029
Dunn,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,38,690,1,10,27,0.037
Englewood Cliffs,United States,North America,/thanks,User,Facebook,13,950,0,3,45,0
Federal Way,United States,North America,/gallery/cost-college-football-wins,Examples,Organic,14,600,0,10,32,0
Florence,Italy,Europe,/download,Register,Linkedin,120,9200,1,80,376,0.0027
Geneva,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,18,1260,0,10,44,0
Grand Forks,United States,North America,/gallery,Examples,Linkedin,41,890,0,10,58,0
Greenville,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,12,880,0,10,49,0
Greenwich,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,13,1790,0,10,31,0
Grinnell,United States,North America,/how-it-works,User,Linkedin,14,307,0,4,49,0
Grinnell,United States,North America,/gallery,Examples,Linkedin,33,59,0,10,34,0
Guangzhou,China,Asia,/download,Register,Organic,112,3088,8,80,480,0.0167
Guangzhou,China,Asia,/faq,User,Organic,392,9040,1,80,192,0.0052
Hampton,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,33,1540,0,10,59,0
Hartford,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,37,400,0,10,47,0
Hillsborough,United States,North America,/gallery/messi039s-86-goals,Examples,Linkedin,18,148,1,10,27,0.037
Houston,United States,North America,/gallery/cost-college-football-wins,Examples,Facebook,50,2265,0,10,60,0
Houston,United States,North America,/gallery/us-population-race,Examples,Organic,14,970,0,10,53,0
Hyderabad,India,Asia,/knowledgebase/all,User,Organic,726,30240,0,168,228,0
Indianapolis,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,43,1140,0,10,39,0
Iowa City,United States,North America,/how-it-works,User,Linkedin,38,1610,0,10,25,0
Istanbul,Turkey,Europe,/gallery/job-growth-recession,Examples,Linkedin,170,1190,1,100,350,0.0029
Jackson,United States,North America,/gallery/cost-college-football-wins,Examples,Twitter,25,680,0,10,20,0
Kenner,United States,North America,/gallery/cost-college-football-wins,Examples,Facebook,42,500,0,10,49,0
Kent,United States,North America,/gallery,Examples,Linkedin,19,570,0,10,52,0
Kuala Lumpur,Malaysia,Asia,/how-it-works,User,Linkedin,270,490,1,60,460,0.0022
Kuala Lumpur,Malaysia,Asia,/gallery/forest-fire-hot-spots,Examples,Linkedin,450,4200,1,100,390,0.0026
La Crosse,United States,North America,/download,Register,Linkedin,12,410,0,10,31,0
La Rochelle,France,Europe,/download,Register,Organic,304,2376,1,80,360,0.0028
Largo,United States,North America,/gallery/poverty-italy,Examples,Organic,22,470,0,10,44,0
Laval,Canada,North America,/gallery/making-pay-gap-look-good,Examples,Facebook,114,5340,0,60,126,0
Lincoln,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,147,4920,0,30,58,0
Lincoln Park,United States,North America,/gallery/cost-college-football-wins,Examples,Facebook,39,1230,0,10,43,0
London,United Kingdom,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,296,90920,1,80,216,0.0046
London,United Kingdom,Europe,/how-it-works,User,Linkedin,248,5144,1,108,192,0.0052
London,United Kingdom,Europe,/gallery/all,Examples,Linkedin,116,1188,1,40,188,0.0053
London,United Kingdom,Europe,/download,Register,Linkedin,128,2560,0,40,116,0
Los Angeles,United States,North America,/gallery,Examples,Linkedin,44,69,0,10,30,0
Ludhiana,India,Asia,/download,Register,Linkedin,102,828,1,60,228,0.0044
Lutz,United States,North America,/gallery/spending-president,Examples,Organic,38,520,0,10,49,0
Madrid,Spain,Europe,/upgrade,User,Linkedin,1192,15048,2,264,472,0.0042
Maitland,United States,North America,/gallery/shooting-heatmaps,Examples,Facebook,37,227,0,10,30,0
Manchester,United Kingdom,Europe,/download,Register,Linkedin,124,476,1,40,208,0.0048
Matthews,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,15,750,1,10,51,0.0196
Mesa,United States,North America,/gallery,Examples,Linkedin,22,1660,0,10,20,0
Miami,United States,North America,/how-it-works,User,Linkedin,34,1230,0,10,35,0
Miami,United States,North America,/gallery,Examples,Linkedin,40,59,1,10,28,0.0357
Minneapolis,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,46,1660,0,10,58,0
Minneapolis,United States,North America,/gallery/investor-relations,Examples,Organic,50,1270,0,10,47,0
Morristown,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,37,1550,0,10,45,0
Moscow,Russia,Europe,/gallery,Examples,Linkedin,440,4400,2,230,600,0.0033
New Delhi,India,Asia,/download,Register,Organic,156,5280,1,60,294,0.0034
New Delhi,India,Asia,/download,Register,Facebook,216,2436,0,60,210,0
New York,United States,North America,/thanks,User,Facebook,56,1879,0,18,68,0
New York,United States,North America,/download,Register,Twitter,25,415,0,10,52,0
New York,United States,North America,/download,Register,Linkedin,13,138,0,10,48,0
New York,United States,North America,/faq,User,Organic,90,3739,0,20,40,0
New York,United States,North America,/how-it-works,User,Organic,13,850,0,10,23,0
North Metro,United States,North America,/gallery/us-population-race,Examples,Facebook,25,1220,0,10,53,0
Oakland,United States,North America,/gallery/spending-president,Examples,Organic,36,1720,0,10,59,0
Omaha,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,72,6720,1,40,64,0.0156
Overland Park,United States,North America,/gallery/cost-college-football-wins,Examples,Twitter,21,870,0,10,30,0
Owego,United States,North America,/gallery/netflix-selector,Examples,Organic,30,720,0,10,34,0
Paris,France,Europe,/knowledgebase/sharing-views,User,Organic,472,122648,1,200,488,0.002
Paris,France,Europe,/gallery/taleof100,Examples,Facebook,96,11040,0,80,448,0
Pembroke Pines,United States,North America,/how-it-works,User,Linkedin,24,109,1,13,47,0.0213
Perth,Australia,Oceania,/how-it-works,User,Linkedin,156,8820,1,60,270,0.0037
Perth,Australia,Oceania,/knowledgebase/all,User,Organic,18,2076,0,12,102,0
Philadelphia,United States,North America,/gallery/spending-president,Examples,Organic,49,4105,0,10,42,0
Poplar,United Kingdom,Europe,/download,Register,Facebook,84,276,4,40,104,0.0385
Porto,Portugal,Europe,/download,Register,Linkedin,370,12800,3,230,570,0.0053
Portsmouth,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,19,800,0,10,21,0
Raleigh,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,29,880,0,10,51,0
San Francisco,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,30,2000,0,20,65,0
San-Ch'Ung,Taiwan,Asia,/gallery,Examples,Facebook,560,35200,10,230,310,0.0323
Santiago,Chile,South America,/how-it-works,User,Facebook,410,13800,1,100,510,0.002
Santiago,Chile,South America,/gallery,Examples,Linkedin,400,7800,0,100,420,0
Scotts Valley,United States,North America,/gallery/topic/Travel-and-Lifestyle,Examples,Organic,43,465,0,10,45,0
Seoul,South Korea,Asia,/gallery,Examples,Organic,340,7120,2,100,550,0.0036
Shibuya,Japan,Asia,/gallery,Examples,Facebook,570,7800,2,200,540,0.0037
Shibuya,Japan,Asia,/gallery,Examples,Linkedin,280,6760,1,130,280,0.0036
South Milwaukee,United States,North America,/gallery/cost-college-football-wins,Examples,Twitter,43,630,0,10,58,0
St Michael,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,36,1320,0,10,28,0
Ste-Foy,Canada,North America,/comparison,User,Organic,192,4800,0,60,180,0
Stillwater,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,49,1290,0,10,22,0
Sydney,Australia,Oceania,/download,Register,Twitter,282,2850,1,60,222,0.0045
Sydney,Australia,Oceania,/gallery/forest-fire-hot-spots,Examples,Linkedin,78,7500,0,60,144,0
Tallahassee,United States,North America,/gallery/stds,Examples,Organic,47,1670,0,10,29,0
Teddington,United Kingdom,Europe,/gallery/cost-college-football-wins,Examples,Facebook,108,6920,4,40,240,0.0167
Teddington,United Kingdom,Europe,/denied?destination=admin,User,Linkedin,164,1384,1,40,216,0.0046
Temple,United States,North America,/app/6.0/start,User,Facebook,34,850,0,10,26,0
Toledo,United States,North America,/gallery,Examples,Linkedin,43,920,0,10,33,0
Toronto,Canada,North America,/gallery/messi039s-86-goals,Examples,Linkedin,90,8820,0,60,330,0
Valparaiso,Chile,South America,/download,Register,Organic,140,1880,0,100,210,0
Vancouver,Canada,North America,/gallery/cost-college-football-wins,Examples,Organic,126,3840,1,60,264,0.0038
Wake Forest,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,49,1350,0,10,52,0
Washington,United States,North America,/gallery/nhl-players-go-abroad,Examples,Facebook,20,940,0,10,56,0
Washington,United States,North America,/gallery,Examples,Organic,40,188,0,10,50,0
Washington,United States,North America,/how-it-works,User,Facebook,65,227,0,18,46,0
Washington,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,19,1140,0,10,38,0
Wayne,United States,North America,/knowledgebase/all?page=1,User,Organic,56,593,0,16,44,0
Wembley,United Kingdom,Europe,/gallery/forest-fire-hot-spots,Examples,Linkedin,144,5880,0,40,96,0
West Chester,United States,North America,/how-it-works,User,Facebook,16,1090,0,10,24,0
Westminster,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,14,1630,0,10,43,0
Westminster,United States,North America,/how-it-works,User,Linkedin,43,584,0,16,36,0
Winnebago,United States,North America,/gallery/cost-college-football-wins,Examples,Facebook,12,680,0,10,56,0
Winston Salem,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,41,1320,0,10,52,0
Alsip,United States,North America,/knowledgebase/all,User,Organic,10,267,0,3,53,0
Amsterdam,Netherlands,Europe,/download,Register,Facebook,104,10320,1,80,408,0.0025
Amsterdam,Netherlands,Europe,/download,Register,Organic,200,8560,1,80,184,0.0054
Arhus,Denmark,Europe,/how-it-works,User,Linkedin,460,14200,2,100,450,0.0044
Austin,United States,North America,/gallery/are-you-ready-some-football,Examples,Linkedin,49,544,0,10,42,0
Bangalore,India,Asia,/thanks,User,Facebook,708,58278,1,144,432,0.0023
Bangalore,India,Asia,/download,Register,Facebook,90,294,0,60,120,0
Barcelona,Spain,Europe,/download,Register,Linkedin,256,1184,8,80,472,0.0169
Barcelona,Spain,Europe,/gallery,Examples,Linkedin,120,712,2,80,400,0.005
Beijing,China,Asia,/download,Register,Linkedin,224,4512,1,80,224,0.0045
Bogota,Colombia,South America,/download,Register,Linkedin,140,8900,1,100,580,0.0017
Boulogne-Billancourt,France,Europe,/how-it-works,User,Linkedin,280,6400,2,80,472,0.0042
Bratislava,Slovakia,Europe,/gallery,Examples,Facebook,440,4600,1,100,470,0.0021
Buenos Aires,Argentina,South America,/download,Register,Linkedin,162,51216,0,60,126,0
Cardiff,United Kingdom,Europe,/gallery,Examples,Linkedin,108,2412,0,40,92,0
Cebu,Philippines,Asia,/gallery/best-chess-openings,Examples,Organic,270,5600,1,89,440,0.0023
Chantilly,United States,North America,/gallery,Examples,Organic,36,376,0,10,56,0
Chicoutimi,Canada,North America,/gallery/forest-fire-hot-spots,Examples,Organic,192,4272,0,60,324,0
Dallas,United States,North America,/download,Register,Organic,10,760,0,10,39,0
Dayton,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,47,1300,0,10,35,0
Denville,United States,North America,/download,Register,Linkedin,47,1620,0,10,55,0
Dublin,Ireland,Europe,/how-it-works,User,Linkedin,920,14790,1,290,510,0.002
Edison,United States,North America,/gallery,Examples,Linkedin,35,69,1,10,59,0.0169
Farmington,United States,North America,/how-it-works,User,Facebook,13,1450,0,10,30,0
Frankfurt am Main,Germany,Europe,/gallery,Examples,Linkedin,344,8000,0,80,200,0
Goldsboro,United States,North America,/download,Register,Organic,45,69,0,10,57,0
Grenoble,France,Europe,/how-it-works,User,Linkedin,312,1584,1,72,176,0.0057
Hermosa Beach,United States,North America,/gallery/cost-college-football-wins,Examples,Linkedin,39,1520,0,10,50,0
Herndon,United States,North America,/gallery/maine-and-unemployment,Examples,Facebook,48,1010,0,10,56,0
Hook,United Kingdom,Europe,/gallery/topic/Sports,Examples,Organic,68,6200,1,40,208,0.0048
Hopkins,United States,North America,/gallery/forest-fire-hot-spots,Examples,Linkedin,20,1030,0,10,35,0
La Victoria,Peru,South America,/download,Register,Organic,450,26610,3,230,510,0.0059
Lewis Center,United States,North America,/download,Register,Facebook,29,317,0,10,60,0
Lisbon,Portugal,Europe,/download,Register,Linkedin,450,300,2,210,570,0.0035
London,United Kingdom,Europe,/denied?destination=admin,User,Organic,104,160,0,40,84,0
Metairie,United States,North America,/gallery/maine-and-unemployment,Examples,Facebook,21,1010,0,10,22,0
Miami Beach,United States,North America,/gallery/debate-words,Examples,Facebook,43,980,0,10,20,0
Milton Keynes,United Kingdom,Europe,/gallery,Examples,Linkedin,184,3996,0,40,136,0
Milton Keynes,United Kingdom,Europe,/gallery/which-country-uses-most-oil,Examples,Linkedin,68,6680,0,40,100,0
Minokamo,Japan,Asia,/gallery/all,Examples,Linkedin,190,3600,10,100,380,0.0263
Moscow,Russia,Europe,/gallery/taleof100,Examples,Linkedin,130,10800,1,65,540,0.0019
New Delhi,India,Asia,/download,Register,Linkedin,90,1362,1,60,336,0.003
New Delhi,India,Asia,/download,Register,Organic,144,3558,1,60,252,0.004
New York,United States,North America,/upgrade,User,Facebook,39,4585,0,35,79,0
New York,United States,North America,/download,Register,Facebook,26,770,0,10,60,0
New York,United States,North America,/gallery/cost-big-mac-around-globe,Examples,Organic,20,1250,0,10,44,0
New York,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,11,732,0,10,33,0
Ottawa,Canada,North America,/gallery,Examples,Organic,288,1068,6,60,144,0.0417
Paris,France,Europe,/how-it-works,User,Linkedin,688,1664,2,248,520,0.0038
Paris,France,Europe,/gallery,Examples,Facebook,352,10480,1,80,440,0.0023
Paris,France,Europe,/gallery/making-pay-gap-look-good,Examples,Facebook,368,8400,1,80,248,0.004
Pembroke Pines,United States,North America,/how-it-works,User,Linkedin,18,460,0,10,30,0
Portland,United States,North America,/gallery/forest-fire-hot-spots,Examples,Facebook,44,2661,0,10,49,0
Portland,United States,North America,/gallery/maine-and-unemployment,Examples,Facebook,33,1690,0,10,22,0
Putnam Valley,United States,North America,/download,Register,Organic,11,1630,0,10,27,0
Rockdale,United States,North America,/gallery/cost-big-mac-around-globe,Examples,Organic,45,750,0,10,27,0
Santiago,Chile,South America,/how-it-works,User,Facebook,450,12600,10,100,360,0.0278
Seattle,United States,North America,/gallery/forest-fire-hot-spots,Examples,Organic,29,430,0,10,60,0
Seattle,United States,North America,/download,Register,Facebook,50,1510,0,10,37,0
Shanghai,China,Asia,/gallery,Examples,Linkedin,536,11632,2,160,624,0.0032
Shanghai,China,Asia,/thanks,User,Facebook,648,140776,2,136,472,0.0042
Shanghai,China,Asia,/download,Register,Facebook,232,46608,1,80,432,0.0023
Shenzhen,China,Asia,/download,Register,Linkedin,216,1184,1,80,304,0.0033
Shinjuku,Japan,Asia,/download,Register,Facebook,460,13570,0,230,310,0
Teddington,United Kingdom,Europe,/denied?destination=admin,User,Organic,112,908,0,40,196,0
Teddington,United Kingdom,Europe,/examples,Training,Organic,128,21800,0,40,196,0
Valparaiso,Chile,South America,/how-it-works,User,Facebook,440,12800,1,100,400,0.0025
Westborough,United States,North America,/download,Register,Linkedin,33,168,0,10,20,0
Westfield,United States,North America,/gallery/forest-fire-hot-spots,Examples,Organic,36,720,0,10,33,0
Amsterdam,Netherlands,Europe,/download,Register,Linkedin,288,4000,1,120,400,0.0025
Boone,United States,North America,/gallery,Examples,Organic,30,1420,0,10,56,0
Buenos Aires,Argentina,South America,/download,Register,Twitter,114,21186,1,60,360,0.0028
Cebu,Philippines,Asia,/gallery/analysis-teeth,Examples,Organic,250,490,2,80,520,0.0038
Dornbirn,Austria,Europe,/download,Register,Linkedin,150,1190,0,100,240,0
Edinburgh,United Kingdom,Europe,/gallery,Examples,Organic,192,7120,0,40,200,0
Edmond,United States,North America,/gallery,Examples,Organic,26,178,0,10,43,0
Ellicott City,United States,North America,/gallery,Examples,Organic,27,40,0,10,58,0
Ellicott City,United States,North America,/how-it-works,User,Organic,63,138,0,26,58,0
Falmouth,United States,North America,/gallery/maine-and-unemployment,Examples,Facebook,48,1110,0,10,37,0
Kota Kinabalu,Malaysia,Asia,/download,Register,Linkedin,480,8200,0,100,250,0
Krakow,Poland,Europe,/gallery/maine-and-unemployment,Examples,Twitter,120,6200,1,35,450,0.0022
Kuching,Malaysia,Asia,/examples,Training,Organic,290,16200,1,100,550,0.0018
